Ломбардный список БР,Кол-во дней со сделками за 2 дня,Кол-во дней со сделками за 5 дней,Кол-во дней со сделками за 10 дней,Кол-во купонов в год,Амортизируемость,Конвертация,Закрытая подписка,target,not_isin,Encumbrance,Дата начала размещения_dow,Дата ближ. возм. погаш._dow,Дата погашения_dow,Дата окончания размещения_dow,Дата регистрации_dow,Дата гос. рег-ции/присвоения_dow,Дата ближ. купона_year,Дата ближ. купона_dow,Дата начала размещения_day,Дата ближ. возм. погаш._year,Дата ближ. возм. погаш._day,Дата погашения_year,Дата погашения_day,Дата окончания размещения_day,Дата регистрации_day,Дата гос. рег-ции/присвоения_day,Дата ближ. купона_day,Дата ближ. возм. погаш._month,Дата ближ. купона_month,Дата гос. рег-ции/присвоения_month,Дата гос. рег-ции/присвоения_year,Дата начала размещения_month,Дата начала размещения_year,Дата окончания размещения_month,Дата окончания размещения_year,Дата погашения_month,Дата регистрации_month,Дата регистрации_year,Статус,"Состояние бумаги, eng.",CFI,Страна заемщика,Сектор заемщика,Регион эмитента,Сектор эмитента,Срок обращения,Тип купона,Валюта номинала,Тип облигации,Вид облигации,Для неквал. инвесторов,"Форма выпуска, eng",Способ размещения,Тип по классиф. БР,Вид залога,Структурированность,Гос. гарантия,Индексируемость номинала,Вид обеспечения,Старшинство секьюритизации,"Тип бумаги (МСП, Корп., Гос.)",Сектор повышенного инвест. риска,Сектор роста,Рейтинг агрег,pca_1,pca_2,pca_3,target
0,2,5,10,4,0,0,1,0,1,0,3,6,6,6,2,6,2023,6,3,2034,3,2034,3,20,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,В обращении,Placed,DBFUFB,RU,Технологии,Республика Татарстан,Технологии,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,0
0,2,5,10,2,0,0,0,1,0,0,3,1,5,3,2,2,2023,6,14,2018,25,2028,16,14,6,6,19,12,3,8,2014,8,2014,8,2014,9,8,2014,Дефолт,Placed,DGFSFB,RU,Банки,г.Москва,Фин.сервис - ИА,Долгосрочные,Постоянный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Старший обеспеченный,C,НЕТ,НЕТ,ruAA,-637699.107319277,-2019.8285536380627,-15.580236895847163,1
0,2,5,10,12,1,0,0,0,0,0,0,2,2,0,6,6,2023,6,23,2026,7,2026,7,23,8,8,26,1,3,1,2023,1,2023,1,2023,1,1,2023,В обращении,Placed,DBFUFB,RU,Строительство,г.Москва,Строительство,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,ruB,-637699.1073326136,-2018.8459535778238,-15.728464665110845,0
0,2,5,10,2,0,0,0,0,0,1,1,1,1,1,2,2,2023,1,9,2021,3,2026,28,9,2,2,1,8,8,12,2015,8,2016,8,2016,7,12,2015,В обращении,Placed,DBVUFB,RU,Строительство,г.Москва,Строительство,Долгосрочные,Переменный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073236329,-2019.5042728412336,-15.684911933847474,0
0,2,5,10,4,0,0,1,0,0,0,3,3,3,3,2,2,2023,1,28,2045,16,2045,16,28,6,6,16,11,5,4,2016,4,2016,4,2016,11,4,2016,В обращении,Placed,DGVXFB,RU,Банки,г.Москва,Фин.сервис - ИА,Долгосрочные,Ипотечный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка закрытая,Облигации прочих резидентов,Портфель ипотеки,NAN,НЕТ,НЕТ,Залог,Старший обеспеченный,C,НЕТ,НЕТ,NAN,-637699.1073192155,-2019.8284837684066,-15.580203321606556,0
0,2,5,10,2,0,0,0,0,0,0,0,0,0,0,6,6,2023,0,20,2026,14,2026,14,20,29,29,20,9,3,8,2021,9,2021,9,2021,9,8,2021,В обращении,Placed,DBFUFB,RU,Технологии,г.Москва,Технологии,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,M,НЕТ,НЕТ,AA+(RU),-637699.1073110104,-2020.4455735162574,-15.651050924921057,0
0,2,5,10,12,1,0,1,0,0,1,2,0,2,1,1,1,2023,3,3,2023,20,2023,24,26,6,6,23,2,3,6,2017,6,2020,1,2021,5,6,2017,В обращении,Placed,DBFUFB,RU,Прочие,Красноярский край,Прочие,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192176,-2019.828482719341,-15.58020328916313,0
0,2,5,10,2,0,0,0,1,0,0,2,2,2,3,6,6,2023,6,20,2017,19,2021,14,21,13,13,19,4,3,3,2016,4,2016,4,2016,4,3,2016,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Переменный,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192231,-2019.828493397037,-15.580190323486722,1
0,2,5,10,12,1,0,0,0,0,1,6,1,0,6,0,0,2023,6,16,2026,22,2026,21,16,27,27,12,9,3,12,2021,1,2022,1,2022,12,12,2021,В обращении,Placed,DBVUFB,RU,Машиностроение,Новосибирская область,Машиностроение,Среднесрочные,Переменный,RUB,Корп,Биржевые,Нет,Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,ruBB-,-637699.107272753,-2023.2491837633431,-15.54540379781575,0
0,2,5,10,4,0,0,0,0,0,1,3,3,3,6,6,6,2023,3,15,2024,11,2024,11,10,11,11,13,4,4,4,2021,4,2021,4,2022,4,4,2021,В обращении,Placed,DBFUFB,RU,Ритейл,Томская область,Ритейл,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192148,-2019.828482374758,-15.580192325323804,0
0,1,4,8,2,1,0,0,0,0,1,2,2,2,2,0,0,2023,2,20,2024,14,2024,14,20,18,18,16,2,8,2,2019,2,2019,2,2019,2,2,2019,В обращении,Placed,DBFUFB,RU,Транспорт,г.Москва,Транспорт,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,ruAA+,-637699.1073063676,-2020.7751729366162,-15.463572036643331,0
0,2,5,10,4,1,0,0,0,0,1,0,0,0,1,6,6,2023,0,4,2026,28,2026,28,2,26,26,3,9,4,9,2021,10,2021,11,2021,9,9,2021,В обращении,Placed,DBFUFB,RU,Машиностроение,Пензенская область,Машиностроение,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,ruB+,-637699.1073251633,-2019.3897958375726,-15.686534189111152,0
0,0,0,0,4,0,0,0,0,0,0,2,0,5,2,2,2,2029,6,6,2020,7,2029,5,6,8,8,6,12,5,4,2009,5,2009,5,2009,5,4,2009,В обращении,Placed,DBFXFB,RU,Недвижимость,Свердловская область,Недвижимость,Долгосрочные,Постоянный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073063341,-2020.766938319048,-16.60894583465239,0
0,2,5,10,2,0,0,1,0,0,0,3,3,3,3,6,6,2023,3,26,2024,22,2024,22,26,15,15,24,2,8,8,2021,8,2021,8,2021,8,8,2021,В обращении,Placed,DBFUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192153,-2019.8284825137087,-15.580193065527324,0
0,2,5,10,4,0,0,1,0,1,0,3,6,6,6,2,6,2023,6,3,2034,3,2034,3,20,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,В обращении,Placed,DBFUFB,RU,Машиностроение,Республика Татарстан,Машиностроение,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,0
0,2,5,10,12,1,0,0,0,0,0,3,0,5,3,1,1,2023,6,23,2024,10,2024,7,23,21,21,19,6,3,12,2021,12,2021,12,2021,12,12,2021,В обращении,Placed,DBVUFB,RU,Машиностроение,Самарская область,Машиностроение,Краткосрочные,Переменный,RUB,Корп,Биржевые,Нет,Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,ruBB-,-637699.1073164776,-2020.025988349997,-15.936391318350852,0
0,2,5,10,12,0,0,0,0,0,1,6,2,1,2,3,3,2023,2,30,2023,25,2025,14,9,20,20,29,10,3,10,2022,10,2022,11,2022,10,10,2022,В обращении,Placed,DBVGFB,RU,Нефтегазовый,Новосибирская область,Нефтегазовый,Краткосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,ДА,НЕТ,NAN,-637699.1071903254,-2029.3219590587664,-15.319346529747909,0
0,2,5,10,4,0,0,0,0,0,1,0,0,0,5,3,3,2023,0,25,2024,21,2024,21,23,14,14,24,10,4,10,2021,10,2021,4,2022,10,10,2021,В обращении,Placed,DBFUFB,RU,Машиностроение,г.Москва,Машиностроение,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,BBB(RU),-637699.1073182231,-2019.8999579377619,-15.66058030654156,0
1,2,5,10,4,1,0,0,0,0,0,2,2,2,2,3,3,2023,2,8,2024,6,2024,6,8,19,19,3,11,5,10,2017,11,2017,11,2017,11,10,2017,В обращении,Placed,DBFXFB,RU,Государственные,Архангельская область,Государственные,Среднесрочные,Постоянный,RUB,Муни,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации органов исполнительной власти субъектов Российской Федерации и муниципальных образований,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,G,НЕТ,НЕТ,ruA+,-637699.1073070313,-2020.7261683608756,-15.6638023572151,0
0,2,5,10,2,0,0,0,1,0,0,6,6,6,6,6,6,2023,6,26,2026,14,2026,14,26,27,27,19,6,3,3,2016,6,2016,6,2016,6,3,2016,Дефолт,Placed,DBFUFB,RU,Банки,г.Москва,Банки,Долгосрочные,Постоянный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации кредитных организаций-резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192159,-2019.828493996607,-15.580217823134847,1
0,2,5,10,4,1,0,0,0,0,1,0,0,0,3,3,3,2023,0,1,2025,28,2025,28,27,17,17,1,7,5,2,2022,8,2022,7,2023,7,2,2022,В обращении,In placement,DBFUFB,RU,Пищевая промышленность и с/х,Московская область,Пищевая промышленность и с/х,Краткосрочные,Фиксированный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073354721,-2018.637003632256,-15.715309532483538,0
0,2,5,10,4,0,0,1,0,1,0,3,6,6,1,2,6,2023,6,3,2034,3,2034,3,22,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,В обращении,Placed,DBFUFB,RU,Технологии,Республика Татарстан,Технологии,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,0
0,2,5,10,4,0,0,1,0,1,0,3,6,6,1,2,6,2023,6,3,2034,3,2034,3,22,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,В обращении,Placed,DBFUFB,RU,Технологии,Республика Татарстан,Технологии,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,0
0,0,0,0,1,0,0,1,0,0,1,1,4,4,6,2,2,2023,2,30,2052,30,2052,30,11,10,10,30,8,8,8,2022,8,2022,9,2022,8,8,2022,В обращении,Placed,DBFSFB,RU,Строительство,г.Москва,Строительство,Долгосрочные,Фиксированный,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,Прочие активы,Концессионные,НЕТ,ДА,Залог,Старший обеспеченный,C,НЕТ,НЕТ,ruA-,-637699.1073194947,-2019.8287228229533,-15.580214760143223,0
0,0,0,1,12,0,0,0,0,0,1,2,0,0,2,6,6,2023,3,5,2024,15,2024,15,5,2,2,23,7,3,8,2020,8,2020,8,2020,7,8,2020,В обращении,Placed,DBVUFB,RU,Пищевая промышленность и с/х,Новосибирская область,Пищевая промышленность и с/х,Среднесрочные,Плавающий,RUB,Корп,Биржевые,Нет,Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,NAN,-628699.1073265389,-2019.2342866683641,-14.618897321015021,0
0,2,5,10,4,1,0,0,0,0,1,0,0,0,0,1,1,2023,0,31,2027,25,2027,25,31,20,20,1,10,5,9,2022,10,2022,10,2022,10,9,2022,В обращении,Placed,DBFUFB,RU,Транспорт,г.Москва,Транспорт,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,ruA+,-637699.1073184378,-2019.9552164277484,-15.669189239925375,0
0,2,5,10,2,0,0,0,0,0,1,0,0,0,3,6,6,2023,1,7,2025,3,2027,1,10,19,19,9,11,5,12,2021,11,2022,11,2022,11,12,2021,В обращении,Placed,DBVUFB,RU,Машиностроение,Республика Татарстан,Машиностроение,Среднесрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,'ruBBB+,-637699.1073215628,-2019.6577533398522,-15.678610011724533,0
0,2,5,10,4,0,0,1,0,0,1,3,3,3,0,3,3,2023,3,18,2023,16,2023,16,19,25,25,16,3,3,2,2021,3,2021,7,2021,3,2,2021,В обращении,Placed,DBFUFB,RU,Недвижимость,г.Москва,Недвижимость,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192171,-2019.8284821068523,-15.58020334193855,0
0,2,5,10,1,0,0,0,0,0,0,1,1,1,0,0,0,2032,1,1,2020,28,2032,13,14,31,31,13,1,7,7,2017,8,2017,8,2017,7,7,2017,В обращении,Placed,DBVGFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Долгосрочные,Плавающий,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,C,НЕТ,НЕТ,NAN,-637699.1073193516,-2019.828632299823,-15.580330259582471,0
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,3,2023,0,22,2024,13,2024,13,24,11,11,15,5,5,5,2017,5,2017,5,2017,5,5,2017,В обращении,Placed,DBFGFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Среднесрочные,Плавающий,USD,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-637699.1073191945,-2019.8284780484605,-15.580096542673086,0
0,2,5,10,12,1,0,0,0,0,1,6,1,1,3,0,0,2023,1,19,2024,21,2024,21,18,13,13,14,5,3,5,2019,5,2019,7,2019,5,5,2019,В обращении,Placed,DBFUFB,RU,Пищевая промышленность и с/х,Красноярский край,Пищевая промышленность и с/х,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073170502,-2019.98862806377,-15.700680544562353,0
0,2,3,4,4,1,0,0,1,0,0,0,0,0,0,1,1,2023,0,15,2024,2,2024,2,15,5,5,5,9,6,8,2014,9,2014,9,2014,9,8,2014,Дефолт,Placed,DBVUFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Долгосрочные,Плавающий,RUB,Корп,Биржевые,Нет,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,M,НЕТ,НЕТ,NAN,-637699.1077868101,-1985.3948896498835,-16.955176343590693,1
1,2,5,10,2,0,0,0,0,0,0,3,1,1,3,6,6,2023,3,9,2026,9,2026,9,9,10,10,1,6,6,1,2016,6,2016,6,2016,6,1,2016,В обращении,Placed,DBFTFB,RU,Прочие,г.Москва,Прочие,Долгосрочные,Постоянный,RUB,Корп,Классические,Да,bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,ДА,НЕТ,Гарантия,416,C,НЕТ,НЕТ,AA-(RU),-637699.1073071331,-2020.7192549699926,-15.644343475161108,0
0,2,5,10,12,0,0,0,1,0,0,3,0,1,3,6,6,2023,6,16,2023,13,2025,25,23,12,12,12,2,3,12,2021,12,2021,12,2021,11,12,2021,Дефолт,Placed,DBFGFB,RU,Лёгкая промышленность,г.Москва,Лёгкая промышленность,Среднесрочные,Фиксированный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-637699.1079338513,-1974.5700656286092,-16.26944441708087,1
0,0,0,0,2,0,0,0,0,0,0,6,6,6,6,3,3,2023,6,14,2021,4,2023,2,14,4,4,2,4,4,4,2013,4,2013,4,2013,4,4,2013,В обращении,Placed,DBVXFB,RU,Пищевая промышленность и с/х,г.Москва,Пищевая промышленность и с/х,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073047628,-2020.8826233115958,-16.735768818989335,0
0,2,5,10,12,0,0,1,0,0,0,2,4,4,6,6,6,2023,6,19,2024,3,2024,3,23,18,18,12,5,3,10,2020,5,2021,5,2021,5,10,2020,В обращении,Placed,DBFGFB,RU,Финанс.сервисы,г.Москва,Финанс.сервисы,Краткосрочные,Постоянный,RUB,Корп,Классические,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,ДА,НЕТ,'ruBBB-,-637699.1073367296,-2018.5429602631255,-15.725136870224254,0
0,2,5,10,2,0,0,1,0,0,1,0,0,0,2,6,6,2023,0,10,2024,3,2024,3,12,26,26,5,6,6,5,2019,6,2019,6,2019,6,5,2019,В обращении,Placed,DBVUFB,RU,Ритейл,г.Санкт-Петербург,Ритейл,Среднесрочные,Переменный,RUB,Корп,Коммерческие,"Да, после тестирования",bearer,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-538699.1073283474,-2018.483943322767,-15.569607990997952,0
0,2,5,10,4,0,0,1,1,0,0,2,2,2,2,2,2,2023,6,25,2022,23,2022,23,16,25,25,19,11,3,12,2019,11,2020,12,2020,11,12,2019,Дефолт,Placed,DBFUFB,RU,Ритейл,г.Москва,Ритейл,Краткосрочные,Постоянный,RUB,Корп,Коммерческие,"Да, после тестирования",Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,NAN,-637699.1073192124,-2019.8284840530314,-15.58018516999517,1
0,2,5,10,4,0,0,0,0,0,1,0,0,0,6,6,6,2023,0,15,2024,11,2024,11,15,24,24,15,11,5,10,2021,11,2021,5,2022,11,10,2021,В обращении,Placed,DBFUFB,RU,Недвижимость,г.Санкт-Петербург,Недвижимость,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,BB(RU),-637699.1073205152,-2019.7340592757976,-15.656793153871435,0
0,2,5,10,4,1,0,1,0,0,1,6,6,6,5,3,3,2023,6,13,2026,8,2026,8,3,13,13,14,2,5,1,2022,2,2022,2,2024,2,1,2022,В обращении,In placement,DBFGFB,RU,Пищевая промышленность и с/х,Нижегородская область,Пищевая промышленность и с/х,Среднесрочные,Постоянный,RUB,Корп,Биржевые,Нет,Book-entry,Подписка закрытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-637699.1073260953,-2019.3222436882804,-15.691693669742218,0
1,1,3,5,2,0,0,0,0,0,0,3,3,3,3,1,1,2023,3,5,2028,23,2028,23,5,3,3,30,3,3,4,2018,4,2018,4,2018,3,4,2018,В обращении,Placed,DBVUFB,RU,Строительство,г.Москва,Строительство,Долгосрочные,Плавающий,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA+,-637699.1073019055,-2021.104909196739,-15.543807552130085,0
0,2,5,10,2,0,0,0,0,0,0,3,2,2,3,1,1,2023,3,4,2026,18,2026,18,4,26,26,18,11,5,7,2022,8,2022,8,2022,11,7,2022,В обращении,Placed,DBFUFB,RU,Строительство,г.Москва,Строительство,Среднесрочные,Постоянный,USD,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,Замещающие,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,ruA+,-637699.1073066671,-2020.8339540762734,-15.651296986426258,0
0,2,5,10,4,1,0,0,0,0,0,1,1,1,1,6,6,2023,1,19,2024,15,2024,15,19,10,10,18,10,4,10,2021,10,2021,10,2021,10,10,2021,В обращении,Placed,DBFUFB,RU,Технологии,г.Москва,Технологии,Краткосрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,ДА,НЕТ,NAN,-637699.1073281877,-2019.1670532005892,-15.71553262685777,0
0,2,5,10,4,1,0,0,0,0,0,3,3,3,3,3,3,2023,3,9,2025,4,2025,4,9,2,2,9,12,3,12,2021,12,2021,12,2021,12,12,2021,В обращении,Placed,DBFUFB,RU,Прочие,г.Москва,Прочие,Среднесрочные,Постоянный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,НЕТ,'ruBBB+,-637699.107315909,-2020.0714506803968,-15.67615082464893,0
1,2,4,7,2,0,0,0,0,0,1,1,1,1,1,2,2,2023,1,29,2021,23,2026,17,29,2,2,21,3,3,12,2015,3,2016,3,2016,3,12,2015,В обращении,Placed,DBVUFB,RU,Транспорт,г.Санкт-Петербург,Транспорт,Долгосрочные,Переменный,RUB,Корп,Классические,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Оферта,416,C,НЕТ,НЕТ,ruAA-,-637699.107310749,-2020.4528336934045,-15.649549905451922,0
0,2,5,8,4,0,0,0,0,0,1,0,0,0,0,0,0,2023,0,9,2025,1,2029,27,9,2,2,5,9,6,9,2019,9,2019,9,2019,8,9,2019,В обращении,Placed,DBVUFB,RU,Технологии,Пермский край,Технологии,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073178602,-2019.9255398122693,-15.725163504320427,0
0,2,5,10,12,0,0,0,0,0,0,2,5,3,3,3,3,2023,1,26,2025,1,2029,9,15,13,13,14,2,3,8,2020,8,2020,10,2020,8,8,2020,В обращении,Placed,DBVUFB,RU,Фин.сервис - Лизинг,Республика Башкортостан,Фин.сервис - Лизинг,Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,M,НЕТ,ДА,BBB+(RU),-637699.1073187669,-2019.8621915829112,-15.66611428921121,0
0,2,5,10,4,0,0,1,1,1,0,3,6,6,0,2,6,2023,6,3,2034,3,2034,3,21,2,25,19,9,3,12,2022,9,2009,9,2009,9,9,2009,Дефолт,Placed,DBFUFB,RU,Автомобили и запчасти,Республика Татарстан,Автомобили и запчасти,Долгосрочные,Дисконт,RUB,Корп,Классические,"Да, после тестирования",Book-entry,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Поручительство,416,M,НЕТ,НЕТ,NAN,-638698.10731912,-2019.84205120773,-15.580291844241849,1
0,2,5,10,2,0,0,0,1,0,0,0,6,0,3,1,1,2023,6,11,2019,22,2027,30,14,13,13,19,9,3,6,2017,9,2017,9,2017,8,6,2017,Дефолт,Placed,DBVUFB,RU,"Фин.сервис - УК, НПФ, ПИФ",г.Москва,"Фин.сервис - УК, НПФ, ПИФ",Долгосрочные,Переменный,RUB,Корп,Биржевые,"Да, после тестирования",bearer,Подписка открытая,Облигации прочих резидентов,NAN,NAN,НЕТ,НЕТ,Необеспеченные,416,C,НЕТ,НЕТ,NAN,-637699.1073192781,-2019.8285336682404,-15.580215268088793,1
